transliteration,normalization,remarks
{d}Be-la-at-dar-ra-ba-an,BelatDeraban[]DN,
{d}Be-la-at-dar-ra-ba-an-še₃,BelatDeraban[]DN,
{d}Be-la-at-di-Er₃-ra-ba-an,BelatDeraban[]DN,
{d}Be-la-at-er₃-ra-ba-an,BelatDeraban[]DN,
{d}Be-la-at-na-bi₂-um,Belatnabium[]DN,BPOA 6 0111 r 17 (IS 02; no copy/photo)
{d}Be-la-at-na-gar₃,Belatnagar[]DN,
{d}Be-la-at-na-gar₃-še₃,Belatnagar[]DN,
{d}Be-la-at-ne-RI,{d}Be.la.at.NE.RI[]DN,= {d}Be.la.at.NE.RU?; Princeton 2 002 o ii 25 (photo)
{d}Be-la-at-suh-ne-er,BelatŠuhnir[]DN,
{d}Be-la-at-suh-nir,BelatŠuhnir[]DN,
{d}Be-la-at-suh-nir-ra-še₃,BelatŠuhnir[]DN,
{d}Be-la-at-suh₆-ne-er,BelatŠuhnir[]DN,
{d}Be-la-at-suh₆-nir,BelatŠuhnir[]DN,
{d}Be-la-at-suh₆-nir{ir},BelatŠuhnir[]DN,
{d}Be-la-at-tar₂-ra-ba-an,BelatDeraban[]DN,
{d}Be-la-at-tar₂-ra-ba-an-še₃,BelatDeraban[]DN,
{d}Be-la-at-te-ra-ba-an,BelatDeraban[]DN,
{d}Be-la-at-ter₃-ra-ba-an,BelatDeraban[]DN,
{d}Be-la-at-ti-tu-ri-im,Belattiturrim[]DN,
{d}Be-la-at-tir₃-ra-ba-an,BelatDeraban[]DN,
{d}Be-ze₂-la,Bezela[]DN,
{d}Bi-ze₂-la,Bezela[]DN,
{d}Bil₃-ga-meš-ta,Bilgames[]DN,CT 32 35 BM 103444 o 2 (BIL3 for BIL4; copy)
{d}Bil₃-ga-mes,Bilgames[]DN,
{d}Bil₄-ga-mes,Bilgames[]DN,MVN 10 144 r ii 5 (BIL4 for BIL3; copy)
{d}ŠEŠ.KI,Nanna[]DN,
{d}ŠEš.KI,Nanna[]DN,
{d}ŠIR.GI₄,Ašgi[]DN,
{d}ŠUL-i₃-li₂,{d}ŠUL.i₃.li₂[]PN,Šulgiʾili?; MVN 13 529 o 8 (AS 01; copy/photo)
{d}Ša-u₁₈-ša,Šaʾuša[]DN,
{d}Ša₃-ge-pa₃-da,Šagepada[]DN,
{d}Šakkan₂,Šakan[]DN,
{d}Šar-ru-gen₇{in},Šarrukin[]DN,
{d}Šara₂,Šara[]DN,
{d}Šara₂-Umma{ki},Šara[]DN,Šara of Umma
{d}Šara₂-a-mu,Šaraʾaŋu[]DN,"or, Šaraʾayaŋu?"
{d}Šara₂-a₂-zi-da,Šaraʾazida[]DN,
{d}Šara₂-ba-zi-ge,Šarabazige[]DN,
{d}Šara₂-he₂-gal₂,Šaraheŋal[]DN,
{d}Šara₂-kam,Šarakam[]PN,
{d}Šara₂-kam-še₃,Šarakam[]PN,
{d}Šara₂-kam-e,Šarakam[]PN,
{d}Šara₂-kam-ta,Šarakam[]PN,
{d}Šara₂-ta,Šara[]DN,
{d}Šara₂-ur-sag,Šaraʾursaŋ[]PN,
{d}Šu-Sin,ŠuSuʾen[]RN,
{d}Šu-Suen,ŠuSuʾen[]RN,
{d}Šu-Suen-la-ma-ha-ar,ŠuSuʾenlamahar[]DN,
{d}Šu-bu-la,Šubula[]DN,
{d}Šu-mah,Šumah[]DN,
{d}Šu-nir-ra-še₃,Šunir[]ON,RCU 52 o 2: (1 cow) igi {d}Šu-nir-ra-še3 (photo)
{d}Šu-zi-an-na,Šuzidanak[]DN,
{d}Šu-{d}Šul-gi,ŠuŠulgi[]PN,
{d}Šu-{d}Su'en,ŠuSuʾen[]RN,
{d}Šu-{d}Suen,ŠuSuʾen[]RN,
{d}Šu-{d}Suen-,ŠuSuʾen[]RN,
{d}Šu-{d}Suen-AN.DUL₃,ŠuSuʾenṣilul[]PN,
{d}Šu-{d}Suen-DINGIR,ŠuSuʾenili[]PN,
{d}Šu-{d}Suen-HI-a-na-um-ma-ni,{d}Šu.{d}Suʾen.HI×U.a.na.um.ma.ni[]PN,CST 448 o 6: {d}Cu-{d}EN.ZU/-HI×U?-a-na-um-ma-ni (photo)
{d}Šu-{d}Suen-PI-zu-um-i-šar-re,ŠuSuʾenwusumišari[]PN,uncertain; < Simanum
{d}Šu-{d}Suen-a-na-{d}Suen-ta₂-ki-il,ŠuSuʾenanaSuʾentakil[]PN,
{d}Šu-{d}Suen-ba-ni,ŠuSuʾenbani[]PN,
{d}Šu-{d}Suen-ba-ni-ta,ŠuSuʾenbani[]PN,
{d}Šu-{d}Suen-še₃,ŠuSuʾen[]RN,
{d}Šu-{d}Suen-du₁₀-ub-ma-ti-iš-zu-ta,ŠuSuʾenṭubmatissu[]PN,
{d}Šu-{d}Suen-e-te-el₂-KA-{d}En-lil₂,ŠuSuʾenetelpiʾEnlil[]PN,
{d}Šu-{d}Suen-ha-ma-ti,ŠuSuʾenhamatil[]PN,
{d}Šu-{d}Suen-ha-ma-ti-še₃,ŠuSuʾenhamatil[]PN,
{d}Šu-{d}Suen-hi-li-an-na,ŠuSuʾenhiliʾanak[]PN,
{d}Šu-{d}Suen-i-ba-la-ah-{d}En-lil₂,ŠuSuʾenipallahEnlil[]PN,
{d}Šu-{d}Suen-i-pa₂-la-ah-{d}En-lil₂,ŠuSuʾenipallahEnlil[]PN,
{d}Šu-{d}Suen-i-ti-ib-ši-na-at,ŠuSuʾeniṭibšinat[]PN, MVN 05 132 seal ii 1 (uncertainty over rdg; no copy/photo)
{d}Šu-{d}Suen-i₃-du₁₀{ki},ŠuSuʾenidug[]SN,
{d}Šu-{d}Suen-i₃-li₂,ŠuSuʾenili[]PN,
{d}Šu-{d}Suen-i₃-pa₂-la-ah-{d}En-lil₂,ŠuSuʾenipallahEnlil[]PN,
{d}Šu-{d}Suen-i₃-zu-,ŠuSuʾenipallahEnlil[]PN, written over 2 lines; Princeton 2 002 r ii 25 (so photo)
{d}Šu-{d}Suen-ka-me,ŠuSuʾen[]RN,
{d}Šu-{d}Suen-ki-ag₂-{d}Nanna,ŠuSuʾenkiʾaŋNannak[]PN,
{d}Šu-{d}Suen-ki-ag₂-{d}nin-sun₂,ŠuSuʾenkiʾaŋNinsumunakak[]PN,
{d}Šu-{d}Suen-la-ma-ha-ar,ŠuSuʾenlamahar[]PN,
{d}Šu-{d}Suen-la-ma-har,ŠuSuʾenlamahar[]PN,
{d}Šu-{d}Suen-li-la-bi-ir-PA,ŠuSuʾenlilabbirhaṭṭam[]PN,
{d}Šu-{d}Suen-li-la-bi-ir-ha-ṭa-am,ŠuSuʾenlilabbirhaṭṭam[]PN,
{d}Šu-{d}Suen-mi-gir-Eš₄-tar₂,ŠuSuʾenmigirEštar[]PN,
{d}Šu-{d}Suen-mi-gir-Eš₁₈-tar₂,ŠuSuʾenmigirEštar[]PN,
{d}Šu-{d}Suen-mi-gir-{d}En-lil₂,ŠuSuʾenmigirEnlil[]PN,
{d}Šu-{d}Suen-na-ra-am-{d}EN.LIL₂,ŠuSuʾennaramEnlil[]PN,
{d}Šu-{d}Suen-na-ra-am-{d}En-lil₂,ŠuSuʾennaramEnlil[]PN,
{d}Šu-{d}Suen-si-sa₂,ŠuSuʾensisa[]PN,
{d}Šu-{d}Suen-si-sa₂-še₃,ŠuSuʾensisa[]PN,
{d}Šu-{d}Suen-si-sa₂-ta,ŠuSuʾensisa[]PN,
{d}Šu-{d}Suen-ta₂-ki-il-a-na-{d}Suen,ŠuSuʾentakilanaSuʾen[]PN,
{d}Šu-{d}Suen-wu-zu-um-i-šar-re,ŠuSuʾenwusumišari[]PN,
{d}Šu-{d}SuenEN.ZU,ŠuSuʾen[]RN,
{d}Šu-{d}suen,ŠuSuʾen[]RN,
{d}Šu-{d}suen-še₃,ŠuSuʾen[]RN,
{d}Šu-{d}suen-i-ti-i₃-li₂-ma-lik,ŠuSuʾenittiʾilimalik[]PN,
{d}Šul--gi-si₂-im-ti,Šulgisimti[]PN,= Šulgisimtum?
{d}Šul-g-a-a-mu,Šulgiʾayaŋu[]PN,typo; BIN 3 051 o 4: {d}Šul-gi-a-a-ŋu10 (copy)
{d}Šul-gi,Šulgir[]RN,
{d}Šul-gi-AB.DU₈,{d}Šul.gi.AB.DU₈[]PN,"AAICAB 1/1, Ashm. 1932-529 r iii 20' (copy/photo)"
{d}Šul-gi-AN.DUL₃,Šulgirandul[]PN,
{d}Šul-gi-DIB.AŠ-mu,Šulgiririŋu[]PN,uncertain; SumTemDocs. 06 o 4 (copy)
{d}Šul-gi-GI-si₂-im-tum-ma,Šulgisimti[]PN,= Šulgisimti?'  CST 469 r 1: {d}Šul-gi-si2!(GI)/-im-tum-ma (photo)
{d}Šul-gi-KAL,Šulgirkalaga[]PN,
{d}Šul-gi-UN-ha-ni-iš,{d}Šul.gi.UN.ha.ni.iš[]PN,AUCT 3 200 o 4 (copy/photo); BIN 3 546 r 21 (copy)
{d}Šul-gi-a-a-mu,Šulgirayaŋu[]PN,
{d}Šul-gi-a-a-mu-ta,Šulgirayaŋu[]PN,
{d}Šul-gi-a-bi,Šulgiʾabi[]PN,
{d}Šul-gi-a-bi₂,Šulgiʾabi[]PN,
{d}Šul-gi-a-tal,Šulgiʾatal[]PN,Hurrian
{d}Šul-gi-ad-gur,Šulgiradgur[]PN,
{d}Šul-gi-ad-lal₃,Šulgiradlal[]PN,
{d}Šul-gi-al-mah,Šulgiralmah[]PN,
{d}Šul-gi-an-za₃-še₃,Šulgiranzagše[]PN,
{d}Šul-gi-ba-ni,Šulgibani[]PN,
{d}Šul-gi-ba-ni-il,Šulgibaniʾil[]PN,"'Shulgi, my fashioner, is god'?"
{d}Šul-gi-ba-ni-ta,Šulgibani[]PN,
{d}Šul-gi-še₃,Šulgir[]RN,
{d}Šul-gi-da-balag-ta,Šulgirdabalaŋ[]PN,
{d}Šul-gi-da-nir-gal₂,Šulgirdanirŋal[]PN,
{d}Šul-gi-dingir-kal-mu,Šulgirdiŋirkalaŋu[]PN,"or, Šulgirdiŋirkalagŋu?"
{d}Šul-gi-dingir-kalam-ma,Šulgirdiŋirkalamak[]PN,
{d}Šul-gi-dingir-mu,Šulgirdiŋirŋu[PN,
{d}Šul-gi-du₁₁-ge-du₇,Šulgirdugedu[]PN,
{d}Šul-gi-dumu-an-na,Šulgirdumuʾanak[]PN,
{d}Šul-gi-e,Šulgir[]RN,
{d}Šul-gi-gal-zu,Šulgirgalzu[]PN,
{d}Šul-gi-ha-ma-ti,Šulgirhamatil[]PN,
{d}Šul-gi-ha-si₂-is,Šulgihasis[]PN,
{d}Šul-gi-ha-si₂-is-še₃,Šulgihasis[]PN,
{d}Šul-gi-he₂-gal₂,Šulgiheŋal[]PN,
{d}Šul-gi-he₂-gal₂{ki}-še₃,Šulgiheŋal[]PN,
{d}Šul-gi-hi-li-an-na,Šulgirhiliʾanak[]PN,
{d}Šul-gi-i₂-im-ti,Šulgisimti[]PN,typo; RA 74 47 116 r 3: 1 gud {d}Šul-gi-si2-im-ti (photo)
{d}Šul-gi-i₃-i-ni-ib₂-Ma-ma,ŠulgiʾinibMama[]PN,
{d}Šul-gi-i₃-li₂,Šulgiʾili[]PN,
{d}Šul-gi-i₃-li₂-še₃,Šulgiʾili[]PN,
{d}Šul-gi-i₃-li₂-ta,Šulgiʾili[]PN,
{d}Šul-gi-kala-ga,Šulgirkalaga[]PN,
{d}Šul-gi-kala-ga-da,Šulgirkalagada[]PN,
{d}Šul-gi-kalam-ma-me-te-bi,Šulgirkalamametebi[]PN,
{d}Šul-gi-kalam-me-te-bi,Šulgirkalamametebi[]PN,
{d}Šul-gi-ku₃-zu,Šulgirkugzu[]PN,
{d}Šul-gi-li-ba-ni,Šulgilibani[]PN,
{d}Šul-gi-li-ti-iš,Šulgilitiš[]PN,
{d}Šul-gi-ma-ti,Šulgimati[]PN,
{d}Šul-gi-mi-šar,Šulgimišar[]PN,
{d}Šul-gi-mi-šar-ta,Šulgimišar[]PN,
{d}Šul-gi-mi-sar,Šulgimišar[]PN,
{d}Šul-gi-mi-sar-ta,Šulgimišar[]PN,
{d}Šul-gi-na-da,Šulginada[]PN,
{d}Šul-gi-na-da-ra,Šulginada[]PN,
{d}Šul-gi-na-da-ta,Šulginada[]PN,
{d}Šul-gi-na-gir-ti,Šulginagirti[]PN,
{d}Šul-gi-nu-ri,Šulginuri[]PN,
{d}Šul-gi-pa-li₂-il,Šulgipalil[]PN,
{d}Šul-gi-pa₂-li₂-il₈,Šulgipalil[]PN,BPOA 7 2680 o 9 (emended from IL6; no copy/photo)
{d}Šul-gi-pa₂-ni-il,Šulgipalil[]PN,
{d}Šul-gi-ra,Šulgir[]RN,
{d}Šul-gi-ra-še₃,Šulgir[]RN,
{d}Šul-gi-ra-ka,Šulgir[]RN,
{d}Šul-gi-ra-kam,Šulgirakam[]PN,
{d}Šul-gi-ra-ke₄,Šulgir[]RN,"part of SH 28, 29 year-name (also found as PN in AS 05, 07)"
{d}Šul-gi-ra-ma,Šulgirama[]PN,
{d}Šul-gi-ra-ta,Šulgir[]RN,
{d}Šul-gi-re,Šulgir[]RN,
{d}Šul-gi-sa-tu,Šulgirsatu[]PN,
{d}Šul-gi-si-im-ti,Šulgisimti[]PN,= Šulgisimtum?
{d}Šul-gi-si-im-tum,Šulgisimti[]PN,= Šulgisimti?
{d}Šul-gi-si-sa₂,Šulgirsisa[]PN,
{d}Šul-gi-si-sa₂-še₃,Šulgirsisa[]PN,
{d}Šul-gi-si-sa₂-ta,Šulgirsisa[]PN,
{d}Šul-gi-si₂-im-im-tum,Šulgisimtum[]PN,SET 007 r 4: mu-DU {d}Šul-gi-si2-im-<<im>>-tum (photo)
{d}Šul-gi-si₂-im-ti,Šulgisimti[]PN,= Šulgisimtum?
{d}Šul-gi-si₂-im-ti-še₃,Šulgisimti[]PN,
{d}Šul-gi-si₂-im-tum,Šulgisimti[]PN,
{d}Šul-gi-si₂-im-tum-še₃,Šulgisimti[]PN,
{d}Šul-gi-si₂-im-tum-ma,Šulgisimti[]PN,
{d}Šul-gi-si₂-im-tum-ma-kam,Šulgisimti[]PN,
{d}Šul-gi-si₂-im-tum-ma-me,Šulgisimti[]PN,
{d}Šul-gi-si₂-im-tum-ma-ta,Šulgisimti[]PN,
{d}Šul-gi-si₂-im-tum-me,Šulgisimti[]PN,
{d}Šul-gi-si₂-im-tumi,Šulgisimti[]PN,OIP 115 115 r 1 (restored -tum or -ti; photo)
{d}Šul-gi-sipa-kalam-ma,Šulgirsipadkalamak[]PN,
{d}Šul-gi-ṣi-lu-ul,Šulgiṣilul[]PN,
{d}Šul-gi-ta,Šulgir[]RN,
{d}Šul-gi-tu-ri,Šulgirturi[]PN,
{d}Šul-gi-u₄-su₃-še₃,Šulgirudsud[]PN,
{d}Šul-gi-un-ha-ni-iš,{d}Šul.gi.UN.ha.ni.iš[]PN,
{d}Šul-gi-uru-mu,Šulgiririŋu[]PN,
{d}Šul-gi-uru-mu-ta,Šulgiririŋu[]PN,
{d}Šul-gi-zi-mu,Šulgirziŋu[]PN,
{d}Šul-gi-zi-mu-ta,Šulgirziŋu[]PN,
{d}Šul-gi-zi₂-mu,Šulgiraddaŋu[]PN,uncertain; TCL 2 5515 o 8 (copy/photo unclear)
{d}Šul-gi-{d}Lamma-mu,ŠulgirLammarŋu[]PN,
{d}Šul-gi-{d}Nanše-ki-ag₂,ŠulgirNanšekiʾaŋ[]PN,
{d}Šul-gi-{d}Nin-lil₂-la₂,ŠulgirNinlilak[]PN,uncertain (hypo?)
{d}Šul-gi-{d}UTU{ši},ŠulgiŠamši[]PN,
{d}Šul-gi-{d}Utu-igi-mu,ŠulgirUtuʾigiŋu[]PN,uncertain; CST 047 r 1: ŋiri3 {d}Šul-gi-{d}utu-ŠI-ŋu10 (photo)?; for Sum. ŠulgirUtuŋu or Akk. ŠulgiŠamši?
{d}Šul-gi-{d}Utu-mu,ŠulgirUtuŋu[]PN,
{d}Šul-gi-{d}Utu{ki},ŠulgirUtu[]SN,
{d}Šul-giuru-mu,Šulgiririŋu[]PN,UCP 9-2-2 117 r 3 (restored; copy/photo)
{d}Šul-pa-e₃,Šulpaʾe[]DN,
{d}Šul-pa-e₃-a,Šulpaʾe[]DN,
{d}Šuruppag,Sud[]DN,
{d}DINGIR-ma-lik,AN.AN.ma.lik[]PN,Amorites 18 (pl. 7) o ii 23: 2 udu {d}Ilu(m)?-ma-lik (copy)
{d}Da-a-da,Dada[]DN,
{d}Da-ad-muš-tum,Dadmuštum[]DN,
{d}Da-da,Dada[]DN,
{d}Da-gan,Dagan[]DN,
{d}Da-gan-a-bu,Daganabu[]PN,
{d}Da-gan-du-ni,Dagandunni[]PN,'Dagan is my strength'
{d}Da-mu,Damu[]DN,
{d}Dam-gal-nun,Damgalnunak[]DN,
{d}Dam-gal-nun-na,Damgalnunak[]DN,
{d}Dam-gal-nun-na-AN.DUL₃,Damgalnunakandul[]PN,
{d}Dam-gal-nun-na-an-ka,Damgalnunakandul[]PN,AUCT 3 345 o 3 (copy/photo)
{d}Du-u₃-zi,Duzi[]DN,"or, Duʾuzi?"
{d}Dub-la₂-mah,Dublamah[]TN,"or, DN?"
{d}Dumu-zi,Dumuzid[]DN,
{d}Dumu-zi-UR,Dumuzidteš[]PN,uncertain; TCL 2 5498 r ii 15 (copy/photo)
{d}Dumu-zi-bad₃,Dumuzidbad[]PN,
{d}Dumu-zi-da,Dumuzid[]DN,
{d}E₂-ta-e₃,Etaʾe[]DN,
{d}EZEM.SAG.TUR,Ezemsaŋtur[]DN,uncertain
{d}Eden,{d}EDEN[]DN,uncertain; MVN 10 144 o ii 18 (copy/photo)
{d}Egi-nun-na,Namnun[]DN,
{d}En-ME-{d}Šara₂,EnmeŠarak[]DN,
{d}En-gal-du-du,{d}En.gal.DU.DU[]DN,
{d}En-ki,Enkik[]DN,"likely pronounced /(H)enik/; cf, UGN writing UD.GAL.UNUG /Hanuk/?"
{d}En-ki-še₃,Enkik[]DN,
{d}En-ki-ka,Enkik[]DN,
{d}En-ki-ka-še₃,Enkik[]DN,
{d}En-ki-ka-ta,Enkik[]DN,
{d}En-ki-me-igi-gal₂,Enkikmeʾigiŋal[]PN,
{d}En-ki-nin-UL.IL₂,{d}En.ki.nin.UL.IL₂[]DN,'Enki is lord? bearing fruit'?
{d}En-ki-nin-UL.IL₂-še₃,{d}En.ki.nin.UL.IL₂[]DN,
{d}En-ki-nir-gal₂,Enkiknirŋal[]DN,
{d}En-ki-nun,Enkiknun[]DN,
{d}En-ki-ta,Enkik[]DN,
{d}En-ki₂,Enkik[]DN,typo; BIN 3 451 r 3 (KI2 for KI; copy)
{d}En-lil₂,Enlil[]DN,
{d}En-lil₂-ŠE₃-ta,IgiʾEnlilakše[]PN,typo; ASJ 12 043 15 o 3: ki Igi-{d}En-lil2-še3-ta (copy)
{d}En-lil₂-a-bu-šu,Enlilabušu[]PN,
{d}En-lil₂-a₂-mah,Enlilamah[]PN,
{d}En-lil₂-al-šu,Enlililšu[]PN,uncertain (il10 for IL/IL3?)
{d}En-lil₂-e₃,Enlile[]PN,
{d}En-lil₂-i-zu,Enlilizu[]PN,"uncertain (I for I3?; SS 04, 05)"
{d}En-lil₂-i₃-sa₆,Enlilaʾisag[]PN,
{d}En-lil₂-i₃-zu,Enlilizu[]PN,"SS 05, 09"
{d}En-lil₂-ib₂-gu-ul,Enlilibgul[]PN,
{d}En-lil₂-igi-du,Enlilpalil[]PN,
{d}En-lil₂-ka,Enlil[]DN,
{d}En-lil₂-ku₃-zu,Enlilkugzu[]PN,
{d}En-lil₂-la,Enlil[]DN,uncertain; PDT 1 324 o 5 (LA or LA2?; no copy/photo)
{d}En-lil₂-la-ta,Enlil[]DN,uncertain; AUCT 1 023 r 3 (LA restored; copy/photo)
{d}En-lil₂-la₂,Enlil[]DN,
{d}En-lil₂-la₂-bi₂-du₁₁,Enlilabidug[]PN,
{d}En-lil₂-la₂-še₃,Enlil[]DN,
{d}En-lil₂-la₂-i₃-sa₆,Enlilaʾisag[]PN,
{d}En-lil₂-la₂-i₃-sa₆-še₃,Enlilaʾisag[]PN,
{d}En-lil₂-la₂-i₃-sa₆-ta,Enlilaʾisag[]PN,
{d}En-lil₂-la₂-ka,Enlil[]DN,
{d}En-lil₂-la₂-ke₄,Enlil[]DN,
{d}En-lil₂-la₂-ke₄-ne-še₃,Enlil[]DN,
{d}En-lil₂-la₂-ta,Enlil[]DN,
{d}En-lil₂-la₂-zi,Enlilzid[]PN,
{d}En-lil₂-le,Enlil[]DN,
{d}En-lil₂-ma-an-sum,Enlilemanšum[]PN,
{d}En-lil₂-ra,Enlil[]DN,
{d}En-lil₂-re-ez-zum,Enlilreṣum[]PN,
{d}En-lil₂-ri-zu-um,Enlilreṣum[]PN,
{d}En-lil₂-si-sa₂,Enlilsisa[]PN,
{d}En-lil₂-ta,Enlil[]DN,
{d}En-lil₂-zi,Enlilzid[]PN,
{d}En-lil₂-zi-ša₃-gal,Enlilzišaŋal[]PN,BPOA 7 2825 r 3 (GAL for GAL2?; no copy/photo)
{d}En-lil₂-zi-ša₃-gal-ta,Enlilzišaŋal[]PN,typo; Princeton 2 060 o 4 (GAL for GAL2; photo)
{d}En-lil₂-zi-ša₃-gal₂,Enlilzišaŋal[]PN,
{d}En-lil₂-zi-ša₃-gal₂-še₃,Enlilzišaŋal[]PN,
{d}En-lil₂-zi-ša₃-gal₂-ta,Enlilzišaŋal[]PN,
{d}En-me-ša-ra,EnmeŠarak[]DN,
{d}En-me-šar₂-ra,EnmeŠarak[]DN,
{d}En-na-nun,{d}En.na.NUN[]DN,Akk. Ennarubu 'prince is gracious'?
{d}En-nimgir-si,Enniŋirsi[]DN,
{d}En-zi-kalam-ma,Enzidkalamak[]DN,
{d}Enki-ka,Enkik[]DN,
{d}Ensi₂-gal-ab-zu,Ensikgalabzuk[]DN,
{d}Ensi₂-mah,Ensikmah[]DN,
{d}Er₃-ra-zu,Errazu[]PN,
{d}Ereš-ki-gal,Ereškigalak[]DN,
{d}Ezem-sag-tur,Ezemsaŋtur[]DN,
{d}GAD.BIR,{d}GAD.HI×U.U.U[]DN,MVN 13 099 o 14 (copy/photo)
{d}GAD.HI,{d}GAD.HI×U.U.U[]DN,MVN 13 099 r 9 (copy/photo)
{d}Ga-an-sur-ra,Gansura[]DN,
{d}Ga-ga,Gaga[]DN,
{d}Ga₂-ab-bi-in,AN.GA₂.ab.bi.in[]PN,BIN 3 576 r 3 (copy)
{d}Ga₂-tum₃-du₁₀-me,Ŋatumdug[]DN,
{d}Ga₂-tum₃-du₁₀-ta,Ŋatumdug[]DN,
{d}Ganzer,Ganzer[]GN,"or, DN?"
{d}Geštin,{d}ŊEŠTIN[]DN,Trouvaille 11 r 1: 1 udu niga {d}Geštin? (copy)
{d}Geštin-an-ka,Ŋeštinanak[]DN,
{d}Geštin-an-na,Ŋeštinanak[]DN,
{d}Geštin-an-na-lugal,Ŋeštinanak[]DN,uncertain ('royal Geštinana'?); 9 PD citations
{d}Geštin-an-na-ta,Ŋeštinanak[]DN,
{d}Gibil,Gibil[]DN,
{d}Gidim,Gidim[]DN,"offerings to divine ghost of SS; MVN 10 172 o 2, r 5 (copy)"
{d}Gu-la,Gula[]DN,
{d}Gu-la-še₃,Gula[]DN,
{d}Gu-la-ta,Gula[]DN,
{d}Gu-nu-ra,Gunura[]DN,
{d}Gu-nu-um,Gunum[]DN,
{d}Gu-za,Guza[]DN,
{d}Gu-za-mah,Guzamah[]DN,var. part of AS 03 year-name; Akkadica 78 11 r 25 (no copy/photo)
{d}Gu-za-{d}En-lil₂,Guza[]DN,"part of AS 03, 04 year-name (346 PD citations)"
{d}Ha-bu-ri₂-tum,Haburitum[]DN,
{d}Ha-bu-ri₂-tum-e,Haburitum[]DN,
{d}Ha-ia₃,Haya[]DN,
{d}Ha-ni-iš,Haniš[]DN,
{d}Hendur-sag,Hendursaŋak[]DN,
{d}Hul₂-ku₃-nun-na,UrKugnunak[]PN,uncertain; Nik. 2 474 r 3 (copy); DINGIR misplaced?
{d}Hur-sag-ga-lam-ma,Hursaŋkalamak[]DN,"or, TN?; note: PDT 1 555 o i 3: (offering to) hur-saŋ-kalam-ma"
{d}I-bi₂-,IbbiSuʾen[]RN,written over 2 lines
{d}I-bi₂-Suen,IbbiSuʾen[]RN,CDLI P250455 r 5: mu {d}I-b[i₂]/-{d}EN.Z[U lugal] (photo)
{d}I-bi₂-{d}Suen,IbbiSuʾen[]RN,
{d}I-bi₂-{d}Suen-mi-šar,IbbiSuʾenmišar[]PN,
{d}I-šar,Išar[]DN,
{d}I₇-lu₂-ru-gu₂,Idlurugu[]DN,
{d}I₇-lu₂-ru-gu₂-še₃,Idlurugu[]DN,
{d}I₇-lu₂-ru-gu₂-de₃,Idlurugu[]DN,
{d}I₇-lu₂-ru-gu₂-ka,Idlurugu[]DN,
{d}I₇-lu₂-ru-gu₂-ta,Idlurugu[]DN,
{d}IB,Uraš[]DN,
{d}IŠKUR,Iškur[]DN,523 PD citations (mostly Akk. or Sum. PNs)
{d}IŠKUR-ILLAT,Adadillat[]PN,uncertain
{d}IŠKUR-ILLAT-ta,Adadillat[]PN,
{d}IŠKUR-KAL,Adaddan[]PN,uncertain (Iškurkalag?)
{d}IŠKUR-SIG₅,Adaddamiq[]PN,
{d}IŠKUR-ba-ni,Adadbani[]PN,
{d}IŠKUR-da-mi-iq,Adaddamiq[]PN,
{d}IŠKUR-ra-bi₂,Adadrabi[]PN,
{d}INANNA-um-mi,Eštarummi[]PN,
{d}Iš-ha-ra,Išhara[]DN,
{d}Iš-ha-ra-še₃,Išhara[]DN,
{d}Iškur,Iškur[]DN,
{d}Iškur-AN.DUL₃,Iškurandul[]PN,
{d}Iškur-TUG₂,Iškurdul[]PN,uncertain (for Iškurandul?)
{d}Iškur-da-ni,Adaddani[]PN,= Adaddan?; Sum. 'Iškur is (at) his side'?
{d}Ištaran,Ištaran[]DN,
{d}Ištaran-še₃,Ištaran[]DN,
{d}Inana,Inanak[]DN,
{d}Inanna,Inanak[]DN,
{d}Inanna-KA,Inanak[]DN,
{d}Inanna-KA-ta,Inanak[]DN,
{d}Inanna-še₃,Inanak[]DN,
{d}Inanna-da-bad₃,Inanakdabad[]DN,
{d}Inanna-da-bad₃-da,Inanakdabad[]DN,
{d}Inanna-ka,Inanak[]DN,
{d}Inanna-ka-ta,Inanak[]DN,
{d}Inanna-ke₄-ne-še₃,Inanak[]DN,
{d}Inanna-ta,Inanak[]DN,
{d}Inanna-tur,AʾInanakak[]PN,uncertain; AUCT 1 276 r 2 (copy/photo)
{d}Inanna-ur-sag,Inanakursaŋ[]PN,
{d}Inanna-ur-sag-ta,Inanakursaŋ[]PN,
{d}Inanna-zi-da,Inanakzida[]PN,
{d}Inanna-zi-mu,Inanakziŋu[]PN,
{d}Inanna{ki},Inanak[]DN,"part of AS 05, 06 year-name"
{d}Inim-ma-ni-zi,Inimanizid[]PN,
{d}Innana,Inanak[]DN,
{d}Innana-Unu{ki}-še₃,Inanak[]DN,"part of AS 05, 06 year-name"
{d}Innana-še₃,Inanak[]DN,
{d}Ir-ha-an-ša,Irhanša[]DN,
{d}Istaran,Ištaran[]DN,
{d}KI.KU.AD,{d}KI.KU.AD[]DN,MVN 08 195 r 2 (copy)
{d}KU-KU,Kuku[]DN,
{d}Kabta,Kabta[]DN,SET 116 o 19 (TE@g?; no copy/photo)
{d}Kal-kal,Kalkal[]DN,
{d}Ki-ur-sag-e-ne,Kiʾursaŋenek[]DN,
{d}Ki-za,Kiza[]DN,
{d}Ku₃,{d}Kug.X[]DN,MVN 13 099 r 10: 1 udu niga gu4-e us2-sa {d}Kug-x# (SU3?; copy/so photo)
{d}Ku₃-su₃,Kugsug[]DN,
