transliteration,normalization,sign_names,remarks
{d}Mu-si-tum,Musitum[]DN,AN MU SI TUM,
{d}Muš-a-igi-gal₂,Mušaʾigiŋal[]DN,AN MUŠ A IGI IG,
{d}Muš-a-igi-gal₂-še₃,Mušaʾigiŋal[]DN,AN MUŠ A IGI IG EŠ₂,
{d}NE-GI,Gibil[]DN,AN NE GI,uncertain (Gira?)
{d}NE-ti,{d}NE.ti[]DN,AN NE TI,Beti?/Peti?; Studies Levine 132-138 r ii 25 (no copy/photo)
{d}NIN-Tum-ma-al-la,{d}NIN.Tum.ma.al.la[]PN,AN SAL TUG₂ TUM MA AL LA,ErešTummalak?; BWAth 6 45 06 r 8 (copy/rev. photo)
{d}NIN.LIL₂-tum-im-di₃,{d}Mulliltumimdi[]PN,AN SAL TUG₂ KID TUM IM TI,Mulliltumimdi?; 17 citations; all PD
{d}NIN.LIL₂-tum-nu-ri,{d}Mulliltumnuri[]PN,AN SAL TUG₂ KID TUM NU RI,Mulliltumnuri?; AUCT 2 367 o 2 (copy/photo)
{d}NIN.LIL₂-tum-zi-nu-šu,{d}Mulliltumzinušu,AN SAL TUG₂ KID TUM ZI NU ŠU,ArOr 25 562 22 o 4 (copy)
{d}NISABA.DIŠ.NI,{d}NISABA.DIŠ.NI[]PN,AN ŠE NAGA DIŠ NI,Nisabasaŋtakani?; CST 434 r 2 (r 2 copy/photo)
{d}Na-du₃-a-e₃,Naruʾaʾe[]PN,AN NA KAK A UD DU,
{d}Na-na-a,Nanaya[]DN,AN NA NA A,
{d}Na-na-a-še₃,Nanaya[]DN,AN NA NA A EŠ₂,
{d}Na-na-a-ta,Nanaya[]DN,AN NA NA A TA,
{d}Na-na-tum-ma,Nanatum[]DN,AN NA NA TUM MA,
{d}Na-ra-am-{d}Suen,NaramSuʾen[]RN,AN NA RA |GUD×KUR| AN EN ZU,
{d}Nanše,Nanše[]DN,AN |AB×HA|,
{d}nanše-GIR₂@g-gal,{d}Nanše.GIR₂@g.gal[]DN,AN |AB×HA| GIR₂@G GAL,
{d}Nanše-ad₂-gal,{d}Nanše.GIR₂@g.gal[]PN,AN |AB×HA| GIR₂@G GAL,"Nanšeʾušumgal?; KWU § 21 (GIR₂@g), 86 (MUN), 89 (UŠUMₓ)"
{d}Nanše-ad₂-gal-ta,{d}Nanše.GIR₂@g.gal[]PN,AN |AB×HA| GIR₂@G GAL TA,
{d}Nanše-ad₂-gal₂,{d}Nanše.GIR₂@g.gal[]PN,AN |AB×HA| GIR₂@G IG,typo; MVN 05 100 o 3 (GAL2 for GAL; photo)
{d}Nanše-kam,Nanšekam[]PN,AN |AB×HA| |HI×BAD|,
{d}Nanše-kam-ta,Nanšekam[]PN,AN |AB×HA| |HI×BAD| TA,
{d}Nanše-ušum-gal,{d}Nanše.GIR₂@g.gal[]PN,AN |AB×HA| BUR₂ GAL,"Nanšeʾušumgal?; KWU § 21 (GIR₂@g), 86 (MUN), 89 (UŠUMₓ)"
{d}Nanše-ul₄-gal,{d}Nanše.GIR₂@g.gal[]PN,AN |AB×HA| GIR₂@G GAL,"Nanšeʾušumgal?; KWU § 21 (GIR₂@g), 86 (MUN), 89 (UŠUMₓ)"
{d}Nanna,Nanna[]DN,AN ŠEŠ KI,
{d}Nanna-AN.DUL₃,Nannaʾandul[]PN,AN ŠEŠ KI AN SAG@G,
{d}Nanna-Lugal-dalla,Nannalugaldalla[]PN,AN ŠEŠ KI LUGAL MAŠ GU₂ GAR₃,
{d}Nanna-PAD,Nannabad[]PN,AN ŠEŠ KI PAD,"typo; SET 019 o 4, seal 3 (PAD for BAD3; copy/photo)"
{d}Nanna-aš₂,Nanna[]DN,AN ŠEŠ KI AŠ₂,
{d}Nanna-ad₂-gal,{d}Nanna.GIR₂@g.gal[]PN,AN ŠEŠ KI GIR₂@G GAL,"Nannaʾušumgal?; KWU § 21 (GIR₂@g), 86 (MUN), 89 (UŠUMₓ)"
{d}Nanna-an-kuš₂,Nannaʾandul[]PN,AN ŠEŠ KI AN SAG@G,
{d}Nanna-an-na,Nannaʾanak[]DN,AN ŠEŠ KI AN NA,an-na is epithet?
{d}Nanna-ba-ba,Nannababa[]PN,AN ŠEŠ KI BA BA,
{d}Nanna-še₃,Nanna[]DN,AN ŠEŠ KI EŠ₂,
{d}Nanna-dab₅-ba-ta,Nannadaba[]PN,AN ŠEŠ KI KU BA TA,-ba may be gen
{d}Nanna-dalla,Nannadalla[]PN,AN ŠEŠ KI MAŠ GU₂ GAR₃,
{d}Nanna-e-mu-ri-na-ba-šu-aš,Nanna[]DN,AN ŠEŠ KI E MU RI NA BA ŠU AŠ,uncertain; UDT 100 o 3 (copy); describing event when IS became king?
{d}Nanna-e₂-tur₃,Nannaʾetur[]DN,AN ŠEŠ KI E₂ NUN LAGAR,
{d}Nanna-he₂-gal₂,Nannaheŋal[]PN,AN ŠEŠ KI GAN IG,
{d}Nanna-GIR₂@g-gal,Nannaulgal[]PN,AN ŠEŠ KI GIR₂@G GAL,
{d}Nanna-i₃-gi,Nannaʾigin[]PN,AN ŠEŠ KI NI GI,
{d}Nanna-i₃-gi-in,Nannaʾigin[]PN,AN ŠEŠ KI NI GI IN,
{d}Nanna-i₃-gi-ta,Nannaʾigin[]PN,AN ŠEŠ KI NI GI TA,
{d}Nanna-i₃-sa₆,Nannaʾisag[]PN,AN ŠEŠ KI NI ŠA₆,
{d}Nanna-i₃-sa₆-ke₄,Nannaʾisag[]PN,AN ŠEŠ KI NI ŠA₆ KID,
{d}Nanna-i₃-sa₆-ta,Nannaʾisag[]PN,AN ŠEŠ KI NI ŠA₆ TA,
{d}Nanna-i₃-tuku,Nannaʾituku[]PN,AN ŠEŠ KI NI TUK,
{d}Nanna-i₃-zi,Nannaʾigin[]PN,AN ŠEŠ KI NI ZI,typo; 4 PD entries (ZI for GI; copies/photos)
{d}Nanna-i₃-zi-in,Nannaʾigin[]PN,AN ŠEŠ KI NI ZI IN,typo; TRU 351 o 2 (ZI for GI; copy/photo)
{d}Nanna-ig-du₈-a,Nannaʾigiduʾa[]PN,AN ŠEŠ KI IG DUH A,uncertain; Rochester 088 r 7: {d}Nanna-ig-du8-a (so translit; no copy/photo)
{d}Nanna-igi-du,Nannapalil[]PN,AN ŠEŠ KI IGI DU,
{d}Nanna-igi-du₈,Nannaʾigiduʾa[]PN,AN ŠEŠ KI IGI DUH,
{d}Nanna-igi-du₈-a,Nannaʾigiduʾa[]PN,AN ŠEŠ KI IGI DUH A,
{d}Nanna-igi-du₈-a-aš,Nannaʾigiduʾa[]PN,AN ŠEŠ KI IGI DUH A AŠ,
{d}Nanna-ka,Nanna[]DN,AN ŠEŠ KI KA,
{d}Nanna-kam,Nannakam[]PN,AN ŠEŠ KI |HI×BAD|,
{d}Nanna-ke₄,Nanna[]DN,AN ŠEŠ KI KID,
{d}Nanna-ke₄-ne-še₃,Nanna[]DN,AN ŠEŠ KI KID NE EŠ₂,
{d}Nanna-ke₄-zu,Nannakugzu[]PN,AN ŠEŠ KI KID ZU,typo; YOS 04 304 r 12 (KE4 for KUG; copy)
{d}Nanna-ki-ag₂,Nannakiʾaŋ[]PN,AN ŠEŠ KI KI |NINDA₂×NE|,
{d}Nanna-ku₃-zu,Nannakugzu[]PN,AN ŠEŠ KI KU₃ ZU,
{d}Nanna-ku₃-zu-ta,Nannakugzu[]PN,AN ŠEŠ KI KU₃ ZU TA,
{d}Nanna-lu₂-AH,Nannaludug[]PN,AN ŠEŠ KI LU₂ |HI×NUN|,Babyl. 7 pl. 19 03 r 1 (HI×NUN? for HI; copy)
{d}Nanna-lu₂-du₁₀,Nannaludug[]PN,AN ŠEŠ KI LU₂ HI,
{d}Nanna-lugal,Nannalugal[]PN,AN ŠEŠ KI LUGAL,
{d}Nanna-ma-an-ba,Nannamanba[]PN,AN ŠEŠ KI MA AN BA,= Nannamaba? (7 PD citations; AS 05-08)
{d}Nanna-ma-ba,Nannamaba[]PN,AN ŠEŠ KI MA BA,= Nannamanba? (362 PD citations)
{d}Nanna-ma-ba-ka,Nannamaba[]PN,AN ŠEŠ KI MA BA KA,
{d}Nanna-ma-ba-ta,Nannamaba[]PN,AN ŠEŠ KI MA BA TA,
{d}Nanna-maš-tum,Nannamaštum[]PN,AN ŠEŠ KI MAŠ TUM,
{d}Nanna-mu,Nannaŋu[]PN,AN ŠEŠ KI MU,
{d}Nanna-mu-dah,Nannamutah[]PN,AN ŠEŠ KI MU |MU&MU|,
{d}Nanna-mu-dah-ta,Nannamutah[]PN,AN ŠEŠ KI MU |MU&MU| TA,
{d}Nanna-ra-igi-du₈,Nannaraʾigidu[]PN,AN ŠEŠ KI RA IGI DUH,
{d}Nanna-ra-igi-tu-a,Nannaraʾigidu[]PN,AN ŠEŠ KI RA IGI TU A,uncertain; RA 09 051 SA 200 (pl.5) o 2 (TU for DU8?; copy/photo)
{d}Nanna-sa₂-gaz,Nannakiʾaŋ[]PN,AN ŠEŠ KI DI |GUM×ŠE|,AUCT 1 414 r 1: mu-DU {d}Nanna-ki-aŋ₂ / šabra (copy/photo)
{d}Nanna-sa₆-ga,Nannasaga[]PN,AN ŠEŠ KI ŠA₆ GA,
{d}Nanna-si-sa₂,Nannasisa[]PN,AN ŠEŠ KI SI DI,
{d}Nanna-ta,Nanna[]DN,AN ŠEŠ KI TA,
{d}Nanna-za₃-me-en,Nannazagmen[]PN,AN ŠEŠ KI ZAG ME EN,
{d}Nanna-zi,Nannazi[]PN,AN ŠEŠ KI ZI,
{d}Nanna-zi-ša₃-gal₂,Nannazišagŋal[]PN,AN ŠEŠ KI ZI ŠA₃ IG,
{d}Ne₃-eri₁₁-gal,Nergal[]DN,AN PIRIG AB@G GAL,
{d}Ne₃-eri₁₁-gal{ki},Nergal[]DN,AN PIRIG AB@G GAL KI,uncertain; BIN 3 532 o 3: (cattle) nam-ra-ak iri {d}Ne3-eri11-gal{ki} (copy)
{d}Nibru{ki},Nibru[]SN,AN EN KID KI,
{d}Nig₂-erim₂-nu-dib,Niŋerimnudib[]DN,AN GAR NE RU NU DIB,
{d}Nimin₄₀-ra-ba,Niminraba[]DN,AN NIMIN₄₀ RA BA,
{d}Nin-E₂-DAR-a,Ninegunak[]DN,AN SAL TUG₂ E₂ DAR A,
{d}Nin-GIŠ.KEš₂-a,Ninŋeškešdak[]DN,AN SAL TUG₂ GIŠ KEŠ₂ A,uncertain; PDT 2 1363 o 6 (SH 31; no copy/photo)
{d}Nin-GIR₃-la₂,{d}Nin.GIR₃.la₂[]DN,AN SAL TUG₂ GIR₃ LAL,MVN 03 153 o 1 (copy/photo)
{d}Nin-Gir₂-su{ki}-ka,Ninŋirsuk[]DN,AN SAL TUG₂ GIR₂ SU KI KA,
{d}Nin-Isin₂{si}-na,Ninisinak[]DN,AN SAL TUG₂ IN SI NA,
{d}Nin-KAS₄{mušen},{d}Nin.DU@s{mušen}[]ON,AN SAL TUG₂ DU@S HU,describes copper/silver used for inlay? in bird?-figurine; AUCT 1 078 o 1 (copy/photo)
{d}Nin-LAGAB.EZEM,Ninŋeškešdak[]DN,AN SAL TUG₂ LAGAB EZEN,uncertain; OrSP 47-49 050 o 7 (SH 48; copy/so photo)
{d}Nin-MAR.KI,{d}Nin.MAR.KI[]DN,AN SAL TUG₂ MAR KI,
{d}Nin-MAR.KI-ka,{d}Nin.MAR.KI[]DN,AN SAL TUG₂ MAR KI KA,
{d}Nin-Nibru{ki},NinNibruk[]DN,AN SAL TUG₂ EN KID KI,
{d}nin-nigar{gar},Ninniŋar[]DN,AN SAL TUG₂ U UD KID GAR,
{d}Nin-PA,Ninpaʾe[]DN,AN SAL TUG₂ PA,uncertain; TAD 49 o 10: 1 sila4 {d}Nin-pa-U[D?.DU?] (copy/so photo)
{d}Nin-URU-a-mu-DU,Niniriʾamukur[]DN,AN SAL TUG₂ URU A MU DU,uncertain; BPOA 6 0111 o ii 16 (no copy/photo); PDT 2 0797 o 20 (no copy/photo)
{d}Nin-URU-a-mu-da-ku₅-ta,{d}Nin.iri.a.mu.da.TAR[]DN,AN SAL TUG₂ URU A MU DA TAR TA,= Niniriʾamukur?; SET 096 o ii 19 (KU5 for KU4?; no copy/photo)
{d}Nin-Uri₅{ki},Ninurimak[]DN,AN SAL TUG₂ ŠEŠ AB KI,
{d}Nin-Uri₅{ki}-ma,Ninurimak[]DN,AN SAL TUG₂ ŠEŠ AB KI MA,
{d}Nin-a-BU.DU,{d}Nin.a.BU.DU[]DN,AN SAL TUG₂ A BU DU,MVN 01 144 r 8 (copy)
{d}Nin-a-a-mu,Ninayaŋu[]DN,AN SAL TUG₂ A A MU,
{d}Nin-a-mu-DU-še₃,{d}Nin.a.mu.DU[]DN,AN SAL TUG₂ A MU DU EŠ₂,BIN 3 198 r 13 (copy)
{d}Nin-a-zi-mu₂-a,Ninazidmuʾa[]DN,AN SAL TUG₂ A ZI SAR A,
{d}Nin-a-zu,Ninazu[]DN,AN SAL TUG₂ A ZU,
{d}Nin-a-zu-še₃,Ninazu[]DN,AN SAL TUG₂ A ZU EŠ₂,
{d}Nin-a₂-gal-i₃-sa₆,Ninagalisag[]DN,AN SAL TUG₂ A₂ GAL NI ŠA₆,
{d}Nin-an-še₃-la₂,Ninanšela[]DN,AN SAL TUG₂ AN EŠ₂ LAL,
{d}Nin-an-šu,{d}Nin.an.ŠU[]DN,AN SAL TUG₂ AN ŠU,for Ninsiʾana?; SET 052 o 1 (ŠU for SU4?; no copy/photo)
{d}Nin-an-si₄,Ninansiʾanak[]DN,AN SAL TUG₂ AN SI@G,uncertain; Studies Levine 132-138 r iv 1 (no copy/photo)
{d}Nin-ša₃-ge-pa₃-da,Ninšagepada[]DN,AN SAL TUG₂ ŠA₃ GI IGI RU DA,
{d}Nin-šubur,Ninšuburak[]DN,AN SAL TUG₂ ŠUBUR,
{d}Nin-šubur-AN.DUL₃,Ninšuburakandul[]PN,AN SAL TUG₂ ŠUBUR AN SAG@G,
{d}Nin-šubur-e₂-egir,Ninšuburakeʾegirak[]DN,AN SAL TUG₂ ŠUBUR E₂ EGIR,uncertain
{d}Nin-šubur-igi-du-ta,Ninšuburakpalil[]PN,AN SAL TUG₂ ŠUBUR IGI DU TA,
{d}Nin-da,Ninda[]DN,AN SAL TUG₂ DA,
{d}Nin-dam-an-na,Nindamanak[]DN,AN SAL TUG₂ DAM AN NA,
{d}Nin-dam-gal-nun-na,Nindamgalnunak[]DN,AN SAL TUG₂ DAM GAL NUN NA,
{d}Nin-dar-a,Nindara[]DN,AN SAL TUG₂ DAR A,
{d}Nin-du₆-UD-UD,Nindudbabbarak[]DN,AN SAL TUG₂ LAGAR@G UD UD,uncertain
{d}Nin-e-ma-an-ag₂,Ninemanaŋ[]PN,AN SAL TUG₂ E MA AN |NINDA₂×NE|,
{d}Nin-e₂-ama-mu,Nineʾamakŋu[]PN,AN SAL TUG₂ E₂ |GA₂×AN| MU,
{d}Nin-e₂-an-na,Nineʾanakak[]PN,AN SAL TUG₂ E₂ AN NA,
{d}Nin-e₂-da,Ninedak[]DN,AN SAL TUG₂ E₂ DA,
{d}Nin-e₂-da-ka,Ninedak[]DN,AN SAL TUG₂ E₂ DA KA,
{d}Nin-e₂-ga-ba,Ninegabak[]DN,AN SAL TUG₂ E₂ GA BA,
{d}Nin-e₂-gal,Ninegalak[]DN,AN SAL TUG₂ E₂ GAL,
{d}Nin-e₂-gal-A₂.MI₂,Ninegalak[]DN,AN SAL TUG₂ E₂ GAL A₂ SAL,uncertain (Ninegalakamik 'Ninegal of women's qtrs'?); BPOA 5 111 App. I no. 01 r 9 (copy)
{d}Nin-e₂-gal-e-si,Ninegalakesi[]DN,AN SAL TUG₂ E₂ GAL E SI,
{d}Nin-e₂-gal-igi-du,Ninegalakpalil[]PN,AN SAL TUG₂ E₂ GAL IGI DU,
{d}Nin-e₂-gal-ka,Ninegalak[]DN,AN SAL TUG₂ E₂ GAL KA,
{d}Nin-e₂-gi₄-a,Ninegiʾak[]DN,AN SAL TUG₂ E₂ GI₄ A,
{d}Nin-e₂-i₃-gara₂,Nineʾigarak[]DN,AN SAL TUG₂ E₂ NI GA@G,
{d}Nin-en-gal-du-du,Ningaldudu[]DN,AN SAL TUG₂ EN GAL DU DU,uncertain; TRU 294 o 5: {d}Nin-<<en>>-gal-du-du (copy/photo)
{d}Nin-en-lil₂,Ninlil[]DN,AN SAL TUG₂ EN KID,MVN 10 144 r i 6: [n ma]š2? {d}Nin-<<en>>-lil2 (copy)
{d}Nin-ezem,Ninezem[]DN,AN SAL TUG₂ EZEN,"or, Ninezemak?"
{d}Nin-ezem-An-na,Ninezemanak[]DN,AN SAL TUG₂ EZEN AN NA,"or, Ninezemakanak?"
{d}Nin-ga-dub-KA,{d}Nin.ga.dub.KA[]DN,AN SAL TUG₂ GA DUB KA,SACT 1 176 r 8 (copy/photo)
{d}Nin-ga₂-gi₄-a,Ninŋagiʾak[]DN,AN SAL TUG₂ GA₂ GI₄ A,
{d}Nin-gagia,Ninŋagiʾak[]DN,AN SAL TUG₂ |GA₂×GI₄|,
{d}Nin-gal,Ningal[]DN,AN SAL TUG₂ GAL,
{d}Nin-gal-du,Ningaldudu[]DN,AN SAL TUG₂ GAL DU,uncertain; Studies Levine 115-119 o i 45' (no copy/photo)
{d}Nin-gal-e₂-nun-na,Ningalenunak[]DN,AN SAL TUG₂ GAL E₂ NUN NA,
{d}Nin-gal-ta,Ningal[]DN,AN SAL TUG₂ GAL TA,
{d}Nin-geštin-an-na,Ninŋeštinanak[]DN,AN SAL TUG₂ GEŠTIN AN NA,
{d}Nin-gi₄-li,Ningilin[]DN,AN SAL TUG₂ GI₄ LI,
{d}Nin-gi₄-li₂-in,Ningilin[]DN,AN SAL TUG₂ GI₄ NI IN,
{d}Nin-giš-te-te,{d}Nin.ŋeš.TE.TE[]DN,AN SAL TUG₂ GIŠ TE TE,'lady of wooden TEs'?; Studies Levine 132-138 r ii 23 (no copy/photo)
{d}Nin-giš-zi-da,Ninŋešzidak[]DN,AN SAL TUG₂ GIŠ ZI DA,
{d}Nin-gilin,Ningilin[]DN,AN SAL TUG₂ PEŠ₂,
{d}Nin-gir-gi₄-lu,Ningirgiluk[]DN,AN SAL TUG₂ HA@G GI₄ LU,
{d}Nin-gir₂-su,Ninŋirsuk[]DN,AN SAL TUG₂ GIR₂ SU,
{d}Nin-gir₂-su-KA-i₃-sa₆,Ninŋirsukaʾisag[]PN,AN SAL TUG₂ GIR₂ SU KA NI ŠA₆,30 citations
{d}Nin-gir₂-su-KA-i₃-sa₆-ta,Ninŋirsukaʾisag[]PN,AN SAL TUG₂ GIR₂ SU KA NI ŠA₆ TA,
{d}Nin-gir₂-su-i₃-sa₆-ta,Ninŋirsukaʾisag[]PN,AN SAL TUG₂ GIR₂ SU NI ŠA₆ TA,uncertain; 39 citations
{d}Nin-gir₂-su-ka-i₃-sa₆,Ninŋirsukaʾisag[]PN,AN SAL TUG₂ GIR₂ SU KA NI ŠA₆,
{d}Nin-gir₃-da,Ninŋirida[]DN,AN SAL TUG₂ GIR₃ DA,
{d}Nin-gublaga,Ningublaga[]DN,AN SAL TUG₂ |EZEN×LA|,
{d}Nin-gublaga-ga,Nintiluga[]DN,AN SAL TUG₂ |EZEN×LA| GA,NYPL 221 o 7: {d}Nin-tin-ug5-ga (copy/photo)
{d}Nin-gublaga-ta,Ningublaga[]DN,AN SAL TUG₂ |EZEN×LA| TA,
{d}Nin-hur-sag,Ninhursaŋak[]DN,AN SAL TUG₂ |HI×AŠ₂| SAG,
{d}Nin-hur-sag-ga,Ninhursaŋak[]DN,AN SAL TUG₂ |HI×AŠ₂| SAG GA,3 SET citations (GA likely typo for GA2; no copies/photos)
{d}Nin-hur-sag-ga-še₃,Ninhursaŋak[]DN,AN SAL TUG₂ |HI×AŠ₂| SAG GA EŠ₂,4 SET citations (GA likely typo for GA2; no copies/photos)
{d}Nin-hur-sag-ga₂,Ninhursaŋak[]DN,AN SAL TUG₂ |HI×AŠ₂| SAG GA₂,
{d}Nin-ib-gal,Ninibgalak[]DN,AN SAL TUG₂ IB GAL,
{d}Nin-igi-zi-bar-ra,Ninigizidbara[]DN,AN SAL TUG₂ IGI ZI BAR RA,"or, Ninigizidbarak?"
{d}Nin-im-ma,Ninimmak[]DN,AN SAL TUG₂ IM MA,im-ma syll. for imma3 'appearance' or im+ak 'of the tablet'? (SH 47-SS 08)
{d}Nin-im-ma-ta,Ninimmak[]DN,AN SAL TUG₂ IM MA TA,
{d}Nin-imma₃,Ninimmak[]DN,AN SAL TUG₂ IGI@G,IS 02
{d}Nin-isin₂{si},Ninisinak[]DN,AN SAL TUG₂ IN SI,
{d}Nin-isin₂{si}-na,Ninisinak[]DN,AN SAL TUG₂ IN SI NA,
{d}Nin-isin₂{si}-na{ki},Ninisinak[]DN,AN SAL TUG₂ IN SI NA KI,
{d}Nin-ka-an-na,Ninkaʾanak[]DN,AN SAL TUG₂ KA AN NA,
{d}Nin-ka-si,Ninkasigak[]DN,AN SAL TUG₂ KA SI,
{d}Nin-kal-la,Ninkala[]DN,AN SAL TUG₂ KAL LA,
{d}Nin-kilim,Ningilin[]DN,AN SAL TUG₂ PEŠ₂,
{d}Nin-ku₃-nun-na,Ninkugnunak[]DN,AN SAL TUG₂ KU₃ NUN NA,
{d}Nin-ku₃-nun-na-ka,Ninkugnunak[]DN,AN SAL TUG₂ KU₃ NUN NA KA,
{d}Nin-ku₃-nun-na-ta,Ninkugnunak[]DN,AN SAL TUG₂ KU₃ NUN NA TA,
{d}Nin-lil,Ninlil[]DN,AN SAL TUG₂ LIL,typo?; BPOA 5 111 App. I no. 18 1 (no copy/photo)
{d}Nin-lil-zi-mu,Ninlilziŋu[]PN,AN SAL TUG₂ LIL ZI MU,typo?; Studies Levine 132-138 o vii 24 (no copy/photo)
{d}Nin-lil₂,Ninlil[]DN,AN SAL TUG₂ KID,
{d}Nin-lil₂-ama-mu,Ninlilamaŋu[]PN,AN SAL TUG₂ KID |GA₂×AN| MU,
{d}Nin-lil₂-še₃,Ninlil[]DN,AN SAL TUG₂ KID EŠ₂,
{d}Nin-lil₂-e,Ninlile[]PN,AN SAL TUG₂ KID E,hypo?
{d}Nin-lil₂-e-ba-zi-ge,Ninlilebazige[]PN,AN SAL TUG₂ KID E BA ZI GI,
{d}Nin-lil₂-e-ba-zi-zi,Ninlilebazige[]PN,AN SAL TUG₂ KID E BA ZI ZI,TRU 023 o 6: 1 sila4 {d}Nin-lil2-e-ba-zi-g[e?] (copy/photo)
{d}Nin-lil₂-e-ma-an-ag₂,Ninlilemanaŋ[]PN,AN SAL TUG₂ KID E MA AN |NINDA₂×NE|,
{d}Nin-lil₂-e-ma-an-na-ag₂,Ninlilemanaŋ[]PN,AN SAL TUG₂ KID E MA AN NA |NINDA₂×NE|,
{d}Nin-lil₂-e-ma-ki-ag₂,Ninlilemakiʾaŋ[]PN,AN SAL TUG₂ KID E MA KI |NINDA₂×NE|,= Ninlilemanaŋ?
{d}Nin-lil₂-gun₃-a,Ninlilguna[]DN,AN SAL TUG₂ KID DAR A,
{d}Nin-lil₂-he₂-em-ti,Ninlilhemtil[]PN,AN SAL TUG₂ KID GAN IM TI,
{d}Nin-lil₂-ka,Ninlil[]DN,AN SAL TUG₂ KID KA,
{d}Nin-lil₂-la₂,Ninlil[]DN,AN SAL TUG₂ KID LAL,
{d}Nin-lil₂-la₂-še₃,Ninlil[]DN,AN SAL TUG₂ KID LAL EŠ₂,
{d}Nin-lil₂-la₂-ka-ke₄-ne-še₃,Ninlil[]DN,AN SAL TUG₂ KID LAL KA KID NE EŠ₂,
{d}Nin-lil₂-la₂-ke₄-ne-še₃,Ninlil[]DN,AN SAL TUG₂ KID LAL KID NE EŠ₂,
{d}Nin-lil₂-la₂-ra,Ninlil[]DN,AN SAL TUG₂ KID LAL RA,
{d}Nin-lil₂-le-ma-an-ag₂,Ninlilemanaŋ[]PN,AN SAL TUG₂ KID LI MA AN |NINDA₂×NE|,
{d}Nin-lil₂-ra,Ninlil[]DN,AN SAL TUG₂ KID RA,
{d}Nin-lil₂-tu-kul-ti,Ninliltukulti[]PN,AN SAL TUG₂ KID TU KUL TI,
{d}Nin-lil₂-zi-mu,Ninlilziŋu[]PN,AN SAL TUG₂ KID ZI MU,
{d}Nin-mar-ki,{d}Nin.MAR.KI[]DN,AN SAL TUG₂ MAR KI,
{d}Nin-mar-ki-ka,{d}Nin.MAR.KI[]DN,AN SAL TUG₂ MAR KI KA,
{d}Nin-mar-ki-ka-še₃,{d}Nin.MAR.KI[]DN,AN SAL TUG₂ MAR KI KA EŠ₂,
{d}Nin-me-en,Ninmeʾenak[]DN,AN SAL TUG₂ ME EN,uncertain
{d}Nin-pa-e₃,Ninpaʾe[]DN,AN SAL TUG₂ PA UD DU,
{d}Nin-pirig,Ninpiriŋ[]DN,AN SAL TUG₂ PIRIG,
{d}Nin-pu₂-mun-na,Ninpumunak[]DN,AN SAL TUG₂ |LAGAB×U| |DIM×ŠE| NA,
{d}Nin-si₄-an-na,Ninansiʾanak[]DN,AN SAL TUG₂ SI@G AN NA,uncertain
{d}Nin-sun₂,Ninsumunak[]DN,AN SAL TUG₂ GUL,
{d}Nin-sun₂-AN.DUL₃,Ninsumunakandul[]PN,AN SAL TUG₂ GUL AN SAG@G,
{d}Nin-sun₂-še₃,Ninsumunak[]DN,AN SAL TUG₂ GUL EŠ₂,
{d}Nin-sun₂-ka,Ninsumunak[]DN,AN SAL TUG₂ GUL KA,
{d}Nin-sun₂-ka-še₃,Ninsumunak[]DN,AN SAL TUG₂ GUL KA EŠ₂,
{d}Nin-sun₂-ke₄,Ninsumunak[]DN,AN SAL TUG₂ GUL KID,
{d}Nin-ti,Ninti[]DN,AN SAL TUG₂ TI,uncertain
{d}Nin-ti₂-ug₅-ga,Nintiluga[]DN,AN SAL TUG₂ HI |EZEN×BAD| GA,
{d}Nin-ti-ug₅-ga,Nintiluga[]DN,AN SAL TUG₂ TI |EZEN×BAD| GA,
{d}Nin-tin-ug₅-ga,Nintiluga[]DN,AN SAL TUG₂ DIN |EZEN×BAD| GA,
{d}Nin-tin-ug₅-ga-še₃,Nintiluga[]DN,AN SAL TUG₂ DIN |EZEN×BAD| GA EŠ₂,
{d}Nin-tu,Nintur[]DN,AN SAL TUG₂ TU,Nintud?
{d}Nin-tu-KA-i₃-sa₆-ta,Ninturkaʾisag[]PN,AN SAL TUG₂ TU KA NI ŠA₆ TA,uncertain
{d}Nin-tul₂-sag,Ninpusaŋak[]DN,AN SAL TUG₂ |LAGAB×U| SAG,
{d}Nin-tur,Nintur[]DN,AN SAL TUG₂ TUR,
{d}Nin-ur₃,Ninurak[]DN,AN SAL TUG₂ |GA₂×NUN&NUN|,uncertain; BIN 5 005 o 9: 1 sila4 {d}Nin-GA2xX?# (copy)
{d}Nin-ur₄,Ninurak[]DN,AN SAL TUG₂ UR₄,
{d}Nin-ur₄-ra,Ninurak[]DN,AN SAL TUG₂ UR₄ RA,
{d}Nin-urta,Ninurta[]DN,AN SAL TUG₂ IB,
{d}Nin-urta-ka,Ninurta[]DN,AN SAL TUG₂ IB KA,
{d}Nin-urta-mu,Ninurtaŋu[]PN,AN SAL TUG₂ IB MU,
{d}Nin-zu,Ninzu[]DN,AN SAL TUG₂ ZU,
{d}Nin-{d}Si₄-an-na,Ninansiʾanak[]DN,AN SAL TUG₂ AN SI@G AN NA,
{d}Nin-{d}Si₄-na,Ninansiʾanak[]DN,AN SAL TUG₂ AN SI@G NA,
{d}Nisaba,Nisaba[]DN,AN ŠE NAGA,
{d}Nisaba-AN.DUL₃,Nisabaʾandul[]PN,AN ŠE NAGA AN SAG@G,
{d}Nisaba-AN.DUL₃-ta,Nisabaʾandul[]PN,AN ŠE NAGA AN SAG@G TA,
