,BDTNS No,CDLI No,Original date,Converted Date
4928,188560,P406869,SH46 - 07 - 00,64.07
4929,188561,P406870,AS08 - 09 - 01,74.0901
4930,188562,P406871,AS03 - 11 - 26,69.1126
4931,188563,P406872,AS04 - 10 - 00,70.1
4932,188564,P406873,AS04 - 11 - 20,70.112
4933,188565,P406874,AS04 - 11 - 03,70.1103
4934,188566,P406875,AS01 - 06 - 30,67.063
4935,188567,P406876,AS09 - 06 - 06,75.06060000000001
4936,188568,P406877,SH46 - 07 - 01,64.0701
4937,188569,P406878,SS03 - 02 - 06,78.0206
4938,188570,P406879,SH44 - 05 - 21,62.052099999999996
4939,188571,P406880,XXXX - 04//05 - XX,0.04
4940,188572,P406881,XXXX - 12//01 - 18,0.12179999999999999
4941,188573,P406882,AS05 - 08 - 11,71.08109999999999
4942,188574,P406883,SH45 - 12 - 07,63.1207
4943,188575,P406884,AS02 - 07 - 26,68.0726
4944,188576,P406885,AS01 - 12 - 17,67.1217
4945,188577,P406886,AS02 - 12 - 27,68.12270000000001
4946,188578,P406887,SH43 - 03 - 09,61.0309
4947,188579,P406888,SH48 - 07 - 13,66.0713
4948,188580,P406889,SHXX - 05 - 00,0.05
4949,188581,P406890,SS03 - 11 - 08,78.1108
4950,188582,P406891,AS02 - 08 - 18,68.0818
4951,188583,P406892,AS06 - 07 - 26,72.0726
4952,188584,P406893,SH46 - 01 - 17,64.0117
4953,188586,P406895,AS03 - 06 - 17,69.0617
4954,188587,P406896,AS05 - 11 - 25,71.1125
4955,188588,P406897,AS06 - 06 - 01,72.0601
4956,188589,P406898,AS05 - 01 - 22,71.0122
4957,188590,P406899,AS01 - 08 - 07,67.0807
4958,188591,P406900,SH47 - 07 - 25,65.07249999999999
4959,188592,P406901,AS07 - 02 - 05,73.0205
4960,188593,P406902,SH48 - 01 - 11,66.0111
4961,188594,P406903,AS01 - 10 - 19,67.1019
4962,188595,P406904,AS01 - 11 - 07,67.1107
4963,188596,P406905,SS04 - 11 - 09,79.1109
4964,188597,P406906,AS05 - 10 - 24,71.10239999999999
4965,188598,P406907,AS05 - 01 - 08,71.0108
4966,188599,P406908,SH46 - 05 - 01,64.0501
4967,188600,P406909,AS06 - 10 - 25,72.10249999999999
4968,188601,P406910,SH46 - 02 - 15,64.02149999999999
4970,188605,P406914,SS01 - 12 - 11,76.1211
4971,188607,P406916,SS09 - 05 - 04+,84.0504
4972,188608,P406917,AS01 - 12 - 27,67.12270000000001
4973,188609,P406918,AS09 - 12 - 01,75.12010000000001
4975,188736,P407048,SS02 - 01 - 00,77.01
4976,188737,P407049,SS01 - 07 - 00,76.07
4977,188738,P407050,SH46 - XX - 00,64.0
4978,188739,P407051,SH42 - 11 - 00 // AS06 - 11 - 00,60.11
4979,188740,P407052,XXXX - XX - XX,0.0
4980,188741,P407053,AS02 - 11 - 00,68.11
4981,188742,P407054,AS09 - 04 - 00,75.04
4982,188743,P407055,IS02 - 07 - 00,86.07
4983,188744,P407056,AS09 - 04 - 16,75.0416
4984,188745,P407057,AS02 - 09 - 21,68.0921
4985,188746,P407058,AS07 - 01 - 00,73.01
4986,188747,P407059,SH46 - 01 - 00,64.01
4987,188748,P407060,AS07 - 10 - 18,73.1018
4988,188749,P407061,AS09 - 03 - 28,75.0328
4989,188750,P407062,AS06 - 11 - 24,72.1124
4990,188751,P407063,AS07 - 09 - 00,73.09
4991,188752,P407064,IS02 - 05 - 08,86.0508
4992,188753,P407065,AS01 - 10 - 00,67.1
4993,188754,P407066,SH46 - 10 - 00,64.1
4994,188755,P407067,AS04 - 08 - 01,70.0801
4995,188756,P407068,AS04 - 10 - 24,70.10239999999999
4996,188757,P407069,AS02 - 04 - 16,68.0416
4997,188758,P407070,AS06 - 09 - 01,72.0901
4998,188759,P407071,AS01 - 07 - XX,67.07
4999,188760,P407072,AS06 - 06 - 30,72.063
5000,188761,P407073,AS06 - 12 - 25,72.1225
5001,188762,P407074,AS01 - 10 - 09,67.1009
5002,188763,P407075,AS06 - 08 - 14,72.0814
5003,188764,P407076,AS07 - 08 - 05,73.0805
5004,188765,P407077,AS03 - 10 - 11,69.10109999999999
5005,188766,P407078,AS03 - 10 - 16,69.10159999999999
5006,188767,P407079,SH46 - 04 - 00,64.04
5007,188769,P407081,AS06 - 04 - 28,72.0428
5008,188770,P407082,AS01 - 09 - 16,67.0916
5009,188771,P407083,AS07 - 03 - 25,73.0325
5010,188772,P407084,AS01 - 03 - 16,67.0316
5011,188773,P407085,AS02 - 06 - 14,68.0614
5012,188774,P407086,AS08 - 02 - 13,74.0213
5013,188775,P407087,AS07 - 10 - 12,73.10119999999999
5014,188776,P407088,SH46 - 05 - 00,64.05
5015,188777,P407089,AS07 - 09 - 08,73.0908
5016,188778,P407090,AS07 - 12 - 18,73.12180000000001
5017,188779,P407091,AS06 - 05 - 19,72.0519
5018,188780,P407092,AS03 - 10 - 11,69.10109999999999
5019,188781,P407093,AS02 - 09 - 25,68.0925
5020,188782,P407094,AS03 - 10 - 04,69.1004
5021,188783,P407095,AS02 - 05 - 10,68.051
5024,188787,P407099,SH47 - 11 - 00,65.11
5025,188788,P407100,AS07 - 09 - 00,73.09
5026,188789,P407101,AS06 - 08 - 30,72.083
5027,188790,P407102,AS06 - 06 - 13,72.0613
5028,188791,P407103,AS07 - 05 - 13,73.0513
5029,188793,P407105,AS04 - 08 - 03,70.0803
5030,188794,P407106,AS02 - 02 - 06,68.0206
5031,188795,P407107,SH46 - 02 - 24,64.02239999999999
5032,188796,P407108,AS02 - 06 - 29,68.0629
5033,188797,P407109,AS02 - 05 - 05,68.0505
5034,188798,P407110,AS06 - 08 - 21,72.0821
5035,188799,P407111,AS03 - 10 - 08,69.10079999999999
5036,188800,P407112,AS02 - 02 - 22,68.0222
5037,188801,P407113,AS04 - 01 - 01,70.01010000000001
5038,188802,P407114,AS03 - 12 - 11,69.1211
5039,188803,P407115,AS06 - 12 - 13,72.1213
5040,188804,P407116,AS07 - 08 - 01,73.0801
5041,188805,P407117,AS08 - 02 - 25,74.0225
5042,188806,P407118,AS06 - 02 - 02,72.0202
5043,188807,P407119,AS02 - 01 - 07,68.0107
5044,188809,P407121,AS04 - 10 - 13,70.1013
5045,188810,P407122,AS03 - 01 - 23,69.01230000000001
5046,188811,P407123,AS01 - 09 - 25,67.0925
5047,188812,P407124,AS02 - 08 - 24,68.08239999999999
5048,188813,P407125,AS02 - 10 - 01,68.1001
5049,188814,P407126,AS08 - 05 - 02,74.0502
5050,188815,P407127,AS06 - 10 - 23,72.1023
5051,188816,P407128,AS02 - 05 - 18,68.0518
5052,188817,P407129,AS01 - 09 - 26,67.0926
5053,188818,P407130,AS04 - 08 - 14,70.0814
5054,188819,P407131,AS02 - 10 - 00,68.1
5055,188820,P407132,AS04 - 04 - 24,70.0424
5056,188821,P407133,AS01 - 11 - 10,67.111
5057,188822,P407134,AS07 - 07 - 21,73.07209999999999
5058,188823,P407135,AS04 - 08 - 08,70.0808
5059,188824,P407136,AS04 - 04 - 07,70.0407
5060,188825,P407137,SH47 - 08 - 12,65.0812
5061,188826,P407138,AS01 - 07 - 22,67.0722
5062,188827,P407139,AS02 - 05 - 07,68.05069999999999
5063,188828,P407140,SH47 - 08 - 17,65.0817
5064,188829,P407141,AS06 - 06 - 14,72.0614
5065,188830,P407142,SH47 - 06 - 16,65.0616
5066,188831,P407143,SH47 - 08 - 09,65.0809
5068,188833,P407145,SH47 - 09 - 07,65.0907
5069,188834,P407146,AS04 - 12 - 10,70.12100000000001
5070,188835,P407147,SH47 - 09 - 11,65.0911
5071,188836,P407148,AS02 - 06 - 00,68.06
5072,188837,P407149,AS02 - 07 - 00,68.07
5075,188840,P407152,XXXX - XX - XX,0.0
5076,188841,P407153,AS05 - 12 - 00,71.12
5078,188843,P407155,SH33 - 02 - 00,51.02
5083,188848,P407160,AS06 - 12 - 00,72.12
5085,188851,P407163,SH46 - 03 - 00,64.03
5086,188852,P407164,SS01 - 00 - 00,76.0
5088,188854,P407166,XXXX - 00 - 00,0.0
5089,188855,P407167,AS04 - 01 - 00,70.01
5091,188857,P407169,SH47 - 04 - 00,65.04
5092,188858,P407170,IS02 - 10 - 04,86.1004
5093,188859,P407171,AS02 - 03 - 00,68.03
5094,188861,P407173,SS06 - 08 - 29,81.0829
5095,188863,P407175,IS01 - 00 - 00,85.0
5096,188864,P407176,SH46 - 11 - 00,64.11
5097,188865,P407177,AS09 - 01 - 08,75.0108
5098,188866,P407178,SH48 - 11 - 00,66.11
5100,188868,P407180,AS04 - 11 - 00,70.11
5101,188869,P407181,SH46 - 02 - 00,64.02
5102,188871,P407183,AS06 - 04 - 00,72.04
5105,188879,P407191,SS08 - 06 - 00,83.06
5106,188880,P407192,SS07 - 08 - 25,82.0825
5107,188882,P407194,SS06 - 04 - 00,81.04
5108,188883,P407195,SH48 - 12 - 00,66.12
5109,188884,P407196,AS09 - 12 - 29,75.1229
5110,188885,P407197,SS01 - 00 - 00,76.0
5111,188887,P407199,AS01 - 11 - 18,67.1118
5112,188888,P407200,SS03 - 11d - 16,78.1116
5113,188891,P407203,XXXX - XX - 24,0.0024
5114,188893,P407205,IS01 - 10 - 00,85.1
5115,188897,P407209,AS06 - 04 - 04,72.0404
5116,188901,P407213,SH48 - 11 - 22,66.1122
5117,188903,P407215,AS03 - 08 - 00,69.08
5118,188905,P407217,AS01 - 08 - 07,67.0807
5119,188908,P407220,SS09 - 09 - 25,84.0925
5120,188910,P407222,SH48 - 11 - 27,66.1127
5121,188911,P407223,SH45 - 09 - 00,63.09
5124,188918,P407230,AS07 - 12 - 01,73.12010000000001
5125,188919,P407231,IS01 - 12 - 03,85.1203
5126,188922,P407234,SH39 - 02 - 00,57.02
5127,188923,P407235,AS04 - 12 - 05,70.1205
5128,188924,P407236,SS01 - 04 - 02,76.04020000000001
5129,188925,P407237,AS06 - 04 - 00,72.04
5131,188927,P407239,AS08 - 01 - 16,74.0116
5132,188928,P407240,AS09 - 03 - 00,75.03
5133,188929,P407241,IS01 - XX - 04,85.0004
5135,188931,P407243,AS01 - 01 - 00,67.01
5136,188932,P407244,IS01 - 06 - 00,85.06
5137,188933,P407245,AS02 - 07 - 20,68.07199999999999
5138,188934,P407246,AS08 - 08 - 13,74.0813
5139,188937,P407249,AS07 - 07 - 15,73.07149999999999
5140,188938,P407250,SH48 - 08 - 00,66.08
5141,188941,P407253,SH47 - 02 - 00,65.02
5142,188942,P407254,AS06 - 09 - 17,72.0917
5143,188943,P407255,AS09 - 03 - 02,75.03020000000001
5144,188944,P407256,SH33 - 00 - 00,51.0
5145,188945,P407257,SH43 - 01 - 00,61.01
5146,188947,P407259,AS02 - 09 - 19,68.09190000000001
5148,188949,P407261,XXXX - 11//12 - 00,0.11
5149,188950,P407262,AS04 - 08 - 16,70.0816
5150,188951,P407263,AS07 - 08 - 17,73.0817
5151,188952,P407264,AS09 - 02 - 27,75.0227
5152,188953,P407265,AS06 - 06 - 09,72.0609
5153,188954,P407266,SH29 - 01 - 00 // AS09 - 01 - 00,47.01
5154,188955,P407267,AS08 - 02 - 02,74.0202
5155,188956,P407268,SH45 - 12 - 00,63.12
5156,188957,P407269,AS08 - 01 - 13,74.0113
5158,188959,P407271,AS04 - 01 - 18,70.01180000000001
5159,188960,P407272,AS07 - 03 - 25,73.0325
5160,188961,P407273,SH42 - 08 - 00 // AS06 - 08 - 00,60.08
5161,188962,P407274,SH46 - 02 - 00,64.02
5162,188963,P407275,AS01 - 03 - 00,67.03
5163,188964,P407276,AS04 - 03 - 28,70.0328
5164,188965,P407277,AS04 - 07 - 20,70.07199999999999
5165,188966,P407278,SH47 - 09 - 00,65.09
5166,188967,P407279,AS08 - 01 - 08,74.0108
5167,188969,P407281,AS06 - 10 - 19,72.1019
5168,188970,P407282,IS01 - 08 - 00,85.08
5169,188971,P407283,AS06 - 07 - 22,72.0722
5170,188972,P407284,AS02 - 10 - 26,68.1026
5171,188973,P407285,AS03 - 12 - 27,69.12270000000001
5172,188974,P407286,AS08 - 11 - 14,74.1114
5173,188975,P407287,AS03 - 01 - 00,69.01
5174,188976,P407288,AS08 - 01 - 12,74.0112
5175,188978,P407290,AS08 - 01 - 02,74.01020000000001
5176,188979,P407291,AS01 - 10 - 28,67.10279999999999
5177,188980,P407292,AS07 - 07 - 17,73.07169999999999
5178,188981,P407293,AS04 - 04 - 13,70.0413
5179,188982,P407294,AS09 - 09 - 29,75.0929
5180,188983,P407295,SS01 - 01 - 11,76.0111
5181,188984,P407296,AS01 - 12 - 17,67.1217
5182,188985,P407297,AS03 - 07 - 20,69.07199999999999
5183,188986,P407298,SS08 - 10 - 00,83.1
5186,188990,P407302,AS09 - 12d - 17,75.1217
5188,188993,P407305,SS09 - 11 - 21,84.1121
5189,188994,P407306,SS04 - 00 - 00,79.0
5190,188995,P407307,SS04 - 00 - 00,79.0
5191,188996,P407308,IS01 - 05//06 - XX,85.05
5192,188997,P407309,IS01 - 12 - 00,85.12
5193,189000,P407312,SS05 - 09 - 15,80.0915
5194,189001,P407313,SS04 - 06 - 00,79.06
5195,189002,P407314,SS08 - 05 - 00,83.05
5196,189003,P407315,SS04 - XX - XX,79.0
5197,189004,P407316,AS09 - 06 - 00,75.06
5198,189008,P407320,SS03 - 01 - 06,78.01060000000001
5199,189009,P407321,SSXX - 01//02 - 00,0.01
5200,189010,P407322,AS02 - 12 - 00,68.12
5201,189012,P407324,AS08 - XX - 00,74.0
5202,189013,P407325,SS02 - 10 - 11,77.10109999999999
5203,189014,P407326,SS01 - 12d - 16,76.1216
5204,189015,P407327,SS02 - 04 - 00,77.04
5205,189016,P407328,IS02 - XX - 00,86.0
5206,189017,P407329,SS03 - 06 - 02,78.06020000000001
5207,189018,P407330,SH44 - 10 - 00,62.1
5208,189019,P407331,SS01 - 12 - 19,76.12190000000001
5209,189020,P407332,SS02 - 09 - 00,77.09
5210,189021,P407333,SS02 - 00 - 00,77.0
5211,189022,P407334,IS03 - 03 - 00,87.03
5212,189023,P407335,SS07 - 07 - 19,82.0719
5214,189025,P407337,AS08 - 01 - 07,74.0107
5215,189026,P407338,IS02 - XX - XX,86.0
5216,189027,P407339,SS09 - 00 - 00,84.0
5217,189028,P407340,IS02 - 11 - 06,86.1106
5218,189031,P407343,AS08 - 03 - 27,74.0327
5219,189035,P407347,AS04 - 06 - 11,70.0611
5220,189036,P407348,SH47 - 03 - 00,65.03
5222,189039,P407351,AS09 - 04 - 16,75.0416
5223,189040,P407352,SS01 - 03 - 00,76.03
5225,189042,P407354,SS07 - 01 - 20,82.012
5247,189070,P407382,AS04 - 01 - 00,70.01
5261,189086,P407398,SS08 - 05 - 00,83.05
5262,189089,P407401,SS01 - 01 - 00,76.01
5263,189090,P407402,SSXX - 11//12 - 00,0.11
5264,189093,P407405,AS06 - 11 - 00,72.11
5265,189095,P407407,XXXX - XX - XX,0.0
5267,189099,P407411,SH34 - XX - 00,52.0
5268,189100,P407412,SH35 - 00 - 00,53.0
5269,189101,P407413,AS07 - 11d - 00,73.11
5270,189102,P407414,AS06 - 00 - 00,72.0
5272,189104,P407416,SS04 - 08 - 06,79.0806
5273,189106,P407418,SS04 - 07 - 00,79.07
5274,189107,P407419,AS09 - XX - 00,75.0
5276,189110,P407422,SS07 - 07 - 00,82.07
5277,189111,P407423,IS01 - 04 - 00,85.04
5279,189114,P407426,SS03 - 01 - 00,78.01
5282,189118,P407430,SS05 - 11 - 28,80.1128
5283,189119,P407431,IS02 - 10 - 01,86.1001
5284,189122,P407434,IS01 - 12 - 23,85.12230000000001
5286,189124,P407436,SS04 - 00 - 00,79.0
5287,189126,P407438,SS04 - 09 - 00,79.09
5288,189127,P407439,SH41 - 12d - 00,59.12
5289,189128,P407440,AS09 - 11 - 00,75.11
5290,189129,P407441,AS03 - 09 - 25,69.0925
5291,189130,P407442,SS01 - 01 - 00,76.01
5292,189131,P407443,SS04 - 07 - 22,79.0722
5293,189132,P407444,SS08 - XX - 01,83.0001
5294,189133,P407445,SS09 - 09 - 13,84.0913
5295,189135,P407447,IS02 - 02 - 00,86.02
5296,189136,P407448,AS09 - 12 - 22,75.1222
5297,189137,P407449,SH42 - 10 - 04 // AS06 - 10 - 04,60.1004
5298,189138,P407450,SS02 - 02 - 04+,77.0204
5300,189141,P407453,AS08 - 03 - 07,74.0307
5302,189143,P407455,AS04 - 10 - 00,70.1
5303,189144,P407456,AS02 - 01 - 09,68.0109
5304,189146,P407458,SS05 - 03 - 12,80.0312
5305,189147,P407459,SH43 - 03 - 00,61.03
5306,189148,P407460,SS08 - 09 - 22,83.0922
5308,189150,P407462,SH45 - 04m - 00,63.04
5309,189151,P407463,AS08 - 04 - 00,74.04
5310,189152,P407464,AS03 - 08 - 00,69.08
5311,189153,P407465,SH41 - 09 - 00,59.09
5312,189154,P407466,SS08 - 10 - 26,83.1026
5313,189155,P407467,AS08 - 04 - 00,74.04
5314,189156,P407468,AS02 - 08 - 14,68.0814
5315,189157,P407469,AS04 - 09 - 01,70.0901
5316,189158,P407470,SS02 - 11 - 00,77.11
5317,189159,P407471,AS04 - 08 - 08,70.0808
5318,189160,P407472,XXXX - XX - XX,0.0
5319,189161,P407473,XXXX - XX - XX,0.0
5320,189162,P407474,AS06 - 00 - 00,72.0
5321,189163,P407475,AS05 - 00 - 00,71.0
5323,189166,P407478,SH41 - 08 - 00,59.08
5324,189167,P407479,AS02 - 11 - 20,68.112
5325,189169,P407481,SH42 - 06 - 00 // AS06 - 06 - 00,60.06
5326,189170,P407482,AS08 - 02 - 26,74.0226
5327,189171,P407483,AS08 - 09 - 30,74.093
5329,189173,P407485,AS08 - 06 - 12,74.0612
5330,189174,P407486,AS03 - 09 - 00,69.09
5331,189175,P407487,SS02 - 10 - 00,77.1
5332,189177,P407489,AS02 - 09 - 00,68.09
5333,189178,P407490,AS07 - 12 - 00,73.12
5334,189179,P407491,AS08 - 07 - 00,74.07
5335,189180,P407492,AS08 - 06 - 00,74.06
5336,189181,P407493,AS04 - 10 - 21,70.1021
5337,189182,P407494,SS03 - 08 - 00,78.08
5338,189183,P407495,AS04 - 08 - 24,70.08239999999999
5339,189184,P407496,AS04 - 03 - 26,70.0326
5340,189186,P407498,AS08 - 09 - 19,74.09190000000001
5341,189188,P407500,SS03 - XX - 00,78.0
5342,189190,P407502,SS09 - 01 - 00,84.01
5343,189191,P407503,SS09 - 10 - 00,84.1
5344,189192,P407504,SS09 - 10 - 13,84.1013
5345,189193,P407505,SS02 - 01 - 00,77.01
5346,189194,P407506,SS09 - 08 - 14,84.0814
5347,189195,P407507,SS09 - 07 - 13,84.0713
5348,189196,P407508,SS08 - 03 - 20,83.032
5349,189197,P407509,SS09 - XX - 00,84.0
5350,189198,P407510,SS09 - 10 - 15,84.10149999999999
5351,189199,P407511,SS09 - 07 - 00,84.07
5352,189200,P407512,SS09 - 01 - 07,84.0107
5353,189201,P407513,SS03 - 01 - 24,78.0124
5354,189202,P407514,SS08 - 10 - 00,83.1
5355,189203,P407515,IS01 - 12d - 00,85.12
5356,189204,P407516,SS03 - 08 - 25,78.0825
5357,189205,P407517,IS01 - 00 - 00,85.0
5358,189206,P407518,SS01 - 12d - 00,76.12
5359,189207,P407519,AS08 - 00 - 00,74.0
5360,189208,P407520,IS01 - 12d - 00,85.12
5361,189209,P407521,SS07 - 07 - 00,82.07
5362,189210,P407522,SS03 - 08 - 16,78.0816
5363,189211,P407523,XXXX - 03//04 - 00,0.03
5364,189212,P407524,SS02 - 08 - 00,77.08
5365,189213,P407525,SS09 - 07 - 00,84.07
5366,189214,P407526,SS03 - 00 - 00,78.0
5367,189215,P407527,SS01 - 12d - 16,76.1216
5368,189216,P407528,SS09 - 08 - 00,84.08
5369,189217,P407529,IS01 - 11 - 00,85.11
5370,189219,P407531,SS01 - XX - 00,76.0
5371,189220,P407532,SS02 - 10 - 24,77.10239999999999
5372,189221,P407533,IS01 - 11d - 00,85.11
5373,189222,P407534,IS01 - 02 - 00,85.02
5374,189223,P407535,SS09 - 00 - 00,84.0
5375,189224,P407536,SS03 - 08 - 00,78.08
5376,189225,P407537,SS09 - 07 - 00,84.07
5377,189226,P407538,XX01 - 06//07 - 00,0.06
5378,189227,P407539,AS05 - 10 - 00,71.1
5379,189228,P407540,IS01 - 00 - 00,85.0
5380,189229,P407541,SS09 - 08 - 00,84.08
5381,189230,P407542,SS03 - 01 - 00,78.01
5382,189231,P407543,AS09 - 04 - 00,75.04
5383,189232,P407544,SS03 - 11 - 00,78.11
5384,189233,P407545,SS02 - 03 - 00,77.03
5385,189234,P407546,SS01 - 12d - 00,76.12
5386,189235,P407547,AS07 - 10 - 00,73.1
5387,189236,P407548,SS08 - 11 - 00,83.11
5388,189237,P407549,XXXX - XX - 00,0.0
5389,189238,P407550,SS02 - 04 - 00,77.04
5390,189239,P407551,IS02 - 10 - 00,86.1
5391,189240,P407552,AS04 - 10 - 08,70.10079999999999
5392,189241,P407553,AS01 - 06 - 00,67.06
5393,189242,P407554,SS04 - 11 - 00,79.11
5394,189243,P407555,0000 - 00 - 00,0.0
5395,189244,P407556,AS06 - 07 - 00,72.07
5396,189245,P407557,SS01 - 12 - 00,76.12
5397,189246,P407558,AS08 - 09 - 00,74.09
5398,189247,P407559,AS04 - 01 - 11,70.0111
5399,189248,P407560,SS02 - 10 - 19,77.1019
5400,189249,P407561,AS02 - 02 - 08,68.0208
5401,189250,P407562,AS08 - 11 - 23,74.1123
5402,189251,P407563,AS04 - XX - 28,70.0028
5403,189252,P407564,AS04 - 06 - 23,70.06230000000001
5404,189253,P407565,AS08 - 04 - 14,74.04140000000001
5405,189254,P407566,AS08 - 02 - 25,74.0225
5406,189255,P407567,AS08 - 01 - 19,74.01190000000001
5407,189256,P407568,AS08 - 02 - 20,74.02199999999999
5408,189257,P407569,AS06 - 03 - 26?,72.0326
5409,189258,P407570,AS06 - 03 - 06?,72.0306
5410,189259,P407571,AS04 - 08 - 01,70.0801
5411,189260,P407572,XXXX - XX - XX,0.0
5412,189261,P407573,AS08 - 01 - 22?,74.0122
5413,189262,P407574,AS06 - 09 - 09,72.0909
5414,189263,P407575,AS08 - 01 - 21,74.0121
5415,189264,P407576,AS06 - 11 - 13,72.1113
5416,189265,P407577,AS06 - 03 - 08,72.0308
5417,189266,P407578,AS08 - 12 - 29,74.1229
5418,189267,P407579,AS08 - 01 - 16,74.0116
5419,189268,P407580,AS08 - 07 - 12,74.07119999999999
5420,189269,P407581,AS08 - 05 - 24,74.05239999999999
5421,189270,P407582,AS08 - 06 - 04,74.0604
5422,189271,P407583,XX01 - 12//01 - 01,0.1201
5423,189272,P407584,AS08 - 03 - 18,74.0318
5424,189273,P407585,AS08 - 06 - 15,74.0615
5425,189274,P407586,AS08 - 04 - 09,74.04090000000001
5426,189275,P407587,AS08 - 04 - 17,74.0417
5427,189276,P407588,AS08 - 02 - 03,74.02029999999999
5428,189277,P407589,AS06 - 04 - 26,72.04260000000001
5429,189278,P407590,AS01 - 05 - 00,67.05
5430,189279,P407591,SH45 - 01 - 00 // AS02 - 01 - 00,63.01
5431,189280,P407592,AS08 - 06 - 20,74.062
5432,189281,P407593,AS08 - 09 - 11,74.0911
5433,189282,P407594,AS03 - 05 - 27,69.0527
5434,189283,P407595,AS08 - 07 - 25,74.07249999999999
5435,189284,P407596,AS07 - 09 - 26,73.0926
5436,189285,P407597,AS04 - 10 - 10,70.101
5437,189286,P407598,0000 - 10 - 00,0.1
5438,189287,P407599,AS08 - 03 - 16,74.0316
5439,189288,P407600,AS08 - 11 - 14,74.1114
5440,189289,P407601,AS08 - 02 - 23,74.0223
5441,189290,P407602,AS08 - 03 - 19,74.03190000000001
5442,189291,P407603,XXXX - 06//07 - 23,0.062299999999999994
5443,189292,P407604,AS04 - 06 - 21,70.0621
5444,189293,P407605,AS08 - 11 - 06,74.1106
5445,189294,P407606,SH45 - 00 - 00,63.0
5446,189295,P407607,AS04 - 06 - 18,70.0618
5447,189296,P407608,AS08 - 08 - 18,74.0818
5448,189297,P407609,AS04 - 09 - 10,70.09100000000001
5449,189298,P407610,AS04 - 07 - 08,70.07079999999999
5450,189299,P407611,AS02 - 04 - 27,68.04270000000001
5451,189300,P407612,AS02 - 05 - 09,68.0509
5452,189301,P407613,AS06 - 01 - 13,72.0113
5453,189302,P407614,SH47 - 08 - 06,65.0806
5454,189303,P407615,SH47 - 06 - 02,65.06020000000001
5455,189304,P407616,SH47 - 07 - 19,65.0719
5456,189306,P407618,XXXX - XX - XX,0.0
5457,189487,P407930,AS04 - 04 - 29,70.0429
5458,189488,P407931,AS07 - 07 - 14,73.0714
5459,189489,P407932,SH47 - 09 - 00,65.09
5460,189490,P407933,AS07 - 11 - 08,73.1108
5461,189491,P407934,AS07 - 11 - 09,73.1109
5462,189492,P407935,AS07 - 01 - 29,73.0129
5463,189493,P407936,AS07 - 02 - 03,73.02029999999999
5464,189496,P407939,SH46 - 08 - 00,64.08
5465,189497,P407940,AS03 - 10 - 23,69.1023
5466,189498,P407941,AS04 - 10 - 29,70.10289999999999
5467,189499,P407942,AS06 - 07 - 27,72.0727
5468,189500,P407943,AS07 - 07 - 13,73.0713
5469,189501,P407944,AS06 - 09 - 01,72.0901
5470,189502,P407945,AS07 - 01 - 28,73.0128
5471,189503,P407946,0000 - 00 - 00,0.0
5472,189504,P407947,AS03 - 10 - 22,69.1022
5473,189505,P407948,AS07 - 02 - 21,73.0221
5474,189506,P407949,AS04 - 08 - 30,70.083
5475,189507,P407950,AS06 - 04 - 18,72.04180000000001
5476,189508,P407951,AS02 - 05 - 09,68.0509
5477,189509,P407952,AS04 - 07 - 04,70.07039999999999
5478,189510,P407953,AS04 - 02 - 25,70.0225
5479,189511,P407954,AS07 - 07 - 29,73.07289999999999
5480,189512,P407955,AS02 - 03 - 12,68.0312
5481,189513,P407956,AS06 - 11 - 26,72.1126
5482,189514,P407957,AS02 - 11 - 27,68.1127
5483,189515,P407958,AS02 - 05 - 30,68.053
5484,189516,P407959,AS07 - 04 - 03,73.0403
5485,189517,P407960,AS06 - 03 - 12,72.0312
5486,189518,P407961,SH45 - 10 - 01,63.100100000000005
5487,189519,P407962,AS04 - 07 - 24,70.07239999999999
5489,189548,P407996,AS08 - 08 - 20+,74.082
5490,189554,P408002,AS01 - 12 - 24,67.1224
5491,189555,P408003,AS02 - 05 - 23,68.0523
5493,189561,P408044,SH48 - 00 - 00,66.0
5495,189569,P408055,AS06 - 08 - 28,72.08279999999999
5496,189570,P408056,AS08 - 05 - 12,74.0512
5497,189571,P408057,IS01 - 05 - 06,85.0506
5498,189575,P408064,SH47 - 04 - 22,65.04220000000001
5499,189578,P408107,AS02 - 08 - 00,68.08
5500,189579,P408108,AS02 - 08 - 11,68.08109999999999
5501,189581,P408110,XXXX - XX - 24?,0.0024
5502,189584,P408139,SS02 - 01 - 05,77.01050000000001
5503,189586,P408141,AS02 - 08 - 28,68.08279999999999
5504,189592,P408161,SH38 - 09 - 00,56.09
5506,187723,P415774,AS04 - 00 - 00,70.0
5507,191431,P416522,AS04 - 01 - 02,70.01020000000001
5508,191432,P416523,AS02 - 03 - 23,68.0323
5509,191435,P416540,AS02 - 04 - 13,68.0413
5510,194943,P417382,SH46 - 12 - 20,64.122
5512,196173,P423757,AS04 - 05 - 05,70.0505
5513,191542,P424375,AS01 - 02 - 14,67.0214
5514,191551,P424386,SS04 - 04 - 00,79.04
5515,191552,P424387,SS01 - 12 - 19,76.12190000000001
5516,191557,P424392,AS06 - 05 - 28,72.05279999999999
5517,191559,P424394,AS04 - 05 - 30,70.053
5518,191610,P424439,SH43 - 03 - 20,61.032000000000004
5519,191613,P424442,SH46 - 11 - 25,64.1125
5520,191614,P424443,AS02 - 01 - 21,68.0121
5521,191615,P424445,AS07 - 10 - 00,73.1
